,0,1,2,3,4,5,6
10,新工處,公園路,每日夜間22時至隔天6時及日間9時至17時,1110921130835,冠八營造股份有限公司,"[['301960.98', '2769822.87', '301980.47', '2769822.4', '301986.02', '2769999.82', '301988', '2770049.35', '301988.41', '2770081.93', '301996.41', '2770114.53', '302003.34', '2770141.74', '302009.22', '2770163.3', '302015.88', '2770189.7', '302025.49', '2770224.19', '302005.73', '2770226', '301989.2', '2770160.53', '301983.79', '2770158.36', '301980.6', '2770143', '301983.06', '2770137.36', '301970.26', '2770088.05', '301968.16', '2770033.4', '301966.7', '2769989.65', '301964.04', '2769907.82', '301962.61', '2769858.33', '301960.98', '2769822.87', '302024.63', '2770290.93', '302045.49', '2770286.03', '302042.9', '2770290.19', '302043.56', '2770295.71', '302064.24', '2770373.18', '302067.97', '2770388.27', '302087.17', '2770462.53', '302137.06', '2770653.03', '302121.34', '2770658.35', '302098.63', '2770580.47', '302076.49', '2770494.52', '302071.16', '2770473.51', '302071.46', '2770465.7', '302054.92', '2770401.57', '302050.62', '2770394.83', '302045.54', '2770376.51', '302045.58', '2770366.28', '302026.51', '2770292.99', '302024.63', '2770290.93']]","[[121.51491512281055, 25.03563040444929], [121.51510823803387, 25.03562549197924], [121.51516992484771, 25.037227044107535], [121.5151914133948, 25.037674131468474], [121.51519670493744, 25.037968248649637], [121.51527721072974, 25.038262285582416], [121.51534691034661, 25.038507698474685], [121.51540599201797, 25.03870213938946], [121.51547298599864, 25.038940248826172], [121.51556951895185, 25.039251293052757], [121.51537377303917, 25.03926831296775], [121.51520749772673, 25.03867781991173], [121.51515380506912, 25.03865841509011], [121.51512161432541, 25.03851985507111], [121.51514577918073, 25.038468852813608], [121.5150170778137, 25.038024123301234], [121.5149942076676, 25.037530816837844], [121.51497809065931, 25.03713589324474], [121.514948647176, 25.03639722566037], [121.51493261147593, 25.03595048040388], [121.51491512281055, 25.03563040444929], [121.51556351554171, 25.039853849174875], [121.51577004632082, 25.039808894741896], [121.51574453733816, 25.03984654017233], [121.51575128613464, 25.039896351847844], [121.51595914441589, 25.04059503691917], [121.51599667774605, 25.040731140560293], [121.51618975109838, 25.041400896353718], [121.51669135718721, 25.043119004808823], [121.51653577421405, 25.043167575249413], [121.51630777550324, 25.04246525979116], [121.51608512314806, 25.041690068584728], [121.51603151005996, 25.041500574508895], [121.51603418794488, 25.041430055780715], [121.51586785787913, 25.04085166154986], [121.51582499141723, 25.040790960999786], [121.5157739581492, 25.040625743423217], [121.51577396826636, 25.04053338595536], [121.5155822234798, 25.039872382143933], [121.51556351554171, 25.039853849174875]]"
11,齊裕營造股份有限公司,長安東路二段,早上9:30~下午16:00,1110921170306,齊裕營造股份有限公司,"[['304830.055', '2771245.126', '304824.1', '2771245.371', '304824.533', '2771272.289', '304830.758', '2771272.314', '304830.328', '2771244.589', '304830.055', '2771245.126']]","[[121.5434022528719, 25.048369193205993], [121.54334324670297, 25.048371620915116], [121.54334860898074, 25.048614618662917], [121.54341030180069, 25.04861461869877], [121.54340493701729, 25.0483643353182], [121.5434022528719, 25.048369193205993]]"
12,潤弘精密工程事業股份有限公司,環河南路二段,上午09:30至下午16:00,1110921203715,潤弘精密工程事業股份有限公司,"[['299482.924', '2769625.001', '299500.148', '2769615.036', '299499.677', '2769614.428', '299482.183', '2769624.056', '299482.924', '2769625.001']]","[[121.4903520787082, 25.033927097917758], [121.49052239764721, 25.0338365705611], [121.49051770857419, 25.033831096936254], [121.49034470205191, 25.03391859067604], [121.4903520787082, 25.033927097917758]]"
13,自來水工總,北安路(538巷-608巷),工作井(明挖)日間施工9時30分至16時、推進井(全日圍籬內施工)於6時30分至9時30分及16時至19時不得進出工區。,1110921171443,橋豐科技股份有限公司,"[['305237.084', '2774743.89', '305233.174', '2774740.745', '305344.749', '2774875.137', '305342.874', '2774870.489', '305364.693', '2774961.158', '305363.137', '2774953.281', '305286.787', '2774785.312', '305288.959', '2774783.538', '305289.479', '2774783.18', '305290.599', '2774782.31', '305236.999', '2774743.939', '305281.159', '2774780.378', '305310.191', '2774810.634', '305332.3', '2774846.648', '305342.891', '2774870.572', '305344.766', '2774875.087', '305347.64', '2774883.844', '305363.118', '2774953.332', '305288.925', '2774783.572', '305289.468', '2774783.17']]","[[121.54757642318444, 25.079940841835747], [121.54753753766305, 25.079912592177223], [121.54864897087357, 25.081121781045983], [121.54863019708417, 25.081079888225105], [121.54885013730737, 25.081897636228742], [121.54883439559154, 25.081826580763114], [121.54807078635403, 25.080312975654913], [121.54809224581099, 25.080296880701184], [121.54809738611512, 25.080293629687183], [121.54810845356195, 25.080285734437886], [121.54757558256021, 25.07994128731019], [121.54801479838282, 25.080268638156564], [121.54830380556899, 25.080540722439977], [121.54852441856302, 25.080865042258655], [121.54863036894383, 25.08108063691521], [121.54864913738159, 25.08112132902957], [121.54867797956769, 25.08120028074644], [121.54883420929758, 25.081827041880885], [121.54809191013995, 25.080297188893457], [121.54809727667151, 25.080293539811176]]"
14,台電北區,興華路(90號-75號)，興華路64巷沿路，南港路2段38巷至南港路2段口，南港路2段60巷及南港路2段38巷8弄沿路(B08A5131B),平日日間施工9時30分至16時30分,1110922094421,北大瑩工程有限公司,"[['310951.775', '2772005.757', '310964.687', '2772002.658', '311010.579', '2772006.601', '311034.703', '2772013.37', '311087.893', '2772037.293', '311105.687', '2772044.205', '311139.585', '2772046.767', '311144.356', '2772022.529', '311139.659', '2772046.755', '311120.446', '2772134.24', '311035.279', '2772013.807', '311046.651', '2771902.742', '311055.712', '2771903.859', '310949.067', '2772050.167', '310955.085', '2772035.929', '310951.861', '2772005.745', '310940.977', '2771971.955', '310939.811', '2771960.511', '310942.881', '2771939.666']]","[[121.60410369989181, 25.055001717625508], [121.60423153021497, 25.05497321987981], [121.60468652849697, 25.055006965475812], [121.60492591517168, 25.055067101118414], [121.60545412875484, 25.055280925372703], [121.6056307875061, 25.055342606568896], [121.60596685638129, 25.055364365482262], [121.60601306462124, 25.0551453565349], [121.60596758924538, 25.05536425415627], [121.60578105609652, 25.056154828730154], [121.6049316431266, 25.055071023020336], [121.60503942552154, 25.054067890122482], [121.60512927556893, 25.054077608344727], [121.60407882685627, 25.055402751900246], [121.60413783976011, 25.055273971321995], [121.60410455168451, 25.055001605824962], [121.60399518810563, 25.054696994763635], [121.60398312587564, 25.054593727471836], [121.60401262943769, 25.054405418985876]]"
15,台電市區,復興南路2段210巷3號對面與復興南路2段273號旁,復興南路本線假日日間施工10時至16時(管挖)，平日夜間施工23時至5時30分(復舊)；其餘9時30分至16時(管挖及復舊),1110921121742,國盛電氣工程有限公司,"[['304850.03', '2768754.649', '304852.433', '2768754.592', '304852.32', '2768738.825', '304834.052', '2768714.172', '304854.576', '2768713.984', '304854.739', '2768736.464', '304768.425', '2768826.352', '304768.472', '2768823.122', '304786.034', '2768822.991', '304801.845', '2768825.039', '304806.999', '2768826.575', '304781.638', '2768823.016', '304781.609', '2768821.939', '304852.056', '2768758.737', '304852.001', '2768755.675', '304854.395', '2768736.898', '304852.23', '2768736.923', '304852.29', '2768738.808']]","[[121.5435011254413, 25.025884618106485], [121.54352493331703, 25.025884016455024], [121.54352318670506, 25.02574167696692], [121.54334119835349, 25.025519772801594], [121.54354455247545, 25.02551733208679], [121.54354706147028, 25.02572027435117], [121.54269538852486, 25.02653490299751], [121.54269572598264, 25.026505741039152], [121.54286973487565, 25.026503922962068], [121.54302648044364, 25.026521839952554], [121.54307761018474, 25.026535520301977], [121.5428261778484, 25.02650430773288], [121.54282584772861, 25.02649458568706], [121.5435213626295, 25.025921450938235], [121.54352069590581, 25.025893809368814], [121.54354367020636, 25.025724204942094], [121.54352221931077, 25.02572450907924], [121.5435228887742, 25.025741524578773]]"
16,衛工處,南京西路378號至392號附近地區,限週一至週五日間10時至16時施工,1110922085814,萬碁工程有限公司,"[['301500.992', '2771824.932', '301492.044', '2771819.634', '301491.081', '2771801.032', '301491.964', '2771818.117', '301492.05', '2771819.641', '301493.272', '2771820.306', '301499.767', '2771824.191', '301501.095', '2771824.885', '301502.501', '2771825.099', '301491.113', '2771802.522', '301491.048', '2771801.023', '301490.448', '2771799.559', '301490.448', '2771799.593']]","[[121.51043176641784, 25.053720681323313], [121.51034288655423, 25.053673155940213], [121.51033264707074, 25.05350525066092], [121.51034203698029, 25.053659463252547], [121.51034294628067, 25.053673218931596], [121.51035508212979, 25.053679180909736], [121.51041959798702, 25.053714033328998], [121.5104327854725, 25.05372025350119], [121.51044672805374, 25.053722137595855], [121.51033301991548, 25.05351870122862], [121.51033231967858, 25.053505170533036], [121.51032631848399, 25.0534919740339], [121.510326319755, 25.05349228098447]]"
17,台電市區,1.民生西路239號至民生西路寧夏路交叉口 2. 民生西路231號至民生西路寧夏路交叉口  3.承德路二段與民生西路交叉口 4.雙連街2號前  ,民生西路為夜間施工23時至5時30分，雙連街為日間施工9時30分至16時｜僅准予路面銑鋪不含管溝挖掘作業，請儘速修復完妥,1110921121550,國盛電氣工程有限公司,"[['301994.709', '2772198.974', '302015.893', '2772205.816', '302016.603', '2772205.971', '302021.169', '2772197.308', '302034.221', '2772198.838', '302267.614', '2772231.657', '302287.485', '2772237.048', '302211.027', '2772225.199', '302255.791', '2772231.83', '302379.639', '2772275.232', '302382.077', '2772257.075']]","[[121.51533901359615, 25.057080616981633], [121.5155492278909, 25.057141657499578], [121.51555627060051, 25.057143032403353], [121.51560119727628, 25.057064666202624], [121.51573061420288, 25.0570780298026], [121.51804503088847, 25.057366267088938], [121.51824217859692, 25.057414249612115], [121.51748394786667, 25.057309919903023], [121.51792785878057, 25.05736823762239], [121.51915697665424, 25.057755782509947], [121.51918044928303, 25.05759177772658]]"
18,台電市區,1.德惠街198巷7~9號  2.民權東路二段71巷16號    3.松江路402巷29~33號  4.松江路402巷13號  5.民權東路二段92巷 6.錦州街231巷29號  7.錦州街231巷31號  8.錦州街231巷(行天宮捷運站後面)   9.錦州街232巷(錦州1號公園旁)    10.民生東路二段127巷3號  11.民生東路二段113號~117號中間 12.松江路362巷7號至松江路口 13.松江路362巷80號前 14.民權東路2段92巷1弄7號、民權東路2段92巷2弄27號,民生東路2段本線日間施工10時至15時；其餘路段日間施工9時30分至16時30分；週日不施工,1110922101317,國盛電氣工程有限公司,"[['303739.721', '2773197.68', '303740.493', '2773207.573', '303644.77', '2772929.328', '303644.896', '2772931.751', '303645.215', '2772958.602', '303665.44', '2772959.489', '303724.197', '2772959.749', '303719.258', '2772959.965', '303645.983', '2772789.497', '303646.499', '2772769.919', '303730.706', '2772694.167', '303730.651', '2772691.005', '303730.786', '2772691.005', '303730.742', '2772650.593', '303730.786', '2772648.137', '303728.893', '2772570.532', '303729.121', '2772598.321', '303729.247', '2772557.723', '303729.343', '2772550.592', '303697.475', '2772405.289', '303697.344', '2772395.398', '303637.741', '2772308.749', '303637.654', '2772313.728', '303733.741', '2772744.227', '303783.469', '2772743.75', '303783.43', '2772736.618', '303534.515', '2772749.193', '303550.55', '2772748.954', '303550.521', '2772747.641', '303557.442', '2772703.632', '303577.265', '2772703.441', '303682.035', '2772701.666', '303661.737', '2772702.124']]","[[121.53267288339576, 25.066035831074213], [121.53268092150735, 25.066125116740448], [121.53172129501154, 25.063616545899517], [121.53172263828519, 25.063638416065164], [121.53172684639203, 25.063880813280953], [121.5319273426717, 25.063888103045283], [121.53250972750881, 25.063888362869832], [121.53246078264674, 25.06389048845266], [121.53172786900173, 25.06235412037212], [121.53173222044873, 25.062177353508524], [121.53256387698751, 25.061490479823448], [121.53256320846455, 25.06146193550727], [121.53256454650142, 25.06146193070851], [121.5325625333408, 25.06109709611079], [121.53256287359706, 25.061074921983263], [121.53254108310064, 25.060374377755288], [121.53254442725121, 25.060625246450233], [121.53254409187399, 25.060258726575018], [121.53254476509653, 25.06019434508093], [121.53222324600371, 25.058883693712065], [121.53222156193809, 25.058794403208765], [121.53162745137101, 25.05801425877452], [121.5316267830375, 25.05805921188398], [121.53259591176827, 25.061942309408288], [121.5330887683379, 25.06193623448636], [121.53308810318724, 25.061871848784477], [121.53062149139816, 25.061994211240872], [121.5307804118801, 25.061991485564636], [121.53078007337933, 25.06197963293537], [121.53084695843825, 25.061582078060763], [121.53104342461484, 25.061579651230815], [121.53208177226271, 25.061559909468915], [121.5318806086597, 25.06156476498875]]"
19,台電北區,中山北路7段207巷口(5220493)(天母里),09:30-16:00,1110922112852,玖泰工程股份有限公司,"[['303713.824318172', '2779826.061244']]","[[121.53267527062155, 25.125876944737687]]"
20,台電北區,懷德街56巷12號旁(3220055)(振華里),09:30-16:00,1110922112852,玖泰工程股份有限公司,"[['302466.997031166', '2778368.90527988']]","[[121.52025529974946, 25.112765859252637]]"
21,電信北區,吉林路299巷7號前一帶,09:30-16:00,1110921211001,國田營造有限公司,"[['303548.360404085', '2772877.61130325']]","[[121.53076371395139, 25.063153070665887]]"
22,電信北區,吉林路254-2號前一帶,09:30-16:00,1110921211001,國田營造有限公司,"[['303490.819025695', '2772541.51108603']]","[[121.53018033338151, 25.060120822449278]]"
23,自來水陽明,西安街1段271號巷至369號、西安街1段293巷、西安街1段313巷口、石牌路1段166巷31弄口、43弄口、59弄、69弄,日間施工9時30分至16時,1110921175130,鎮沅有限公司,"[['301841.065', '2778466.686', '301846.933', '2778470.609', '301859.759', '2778441.234', '301874.915', '2778421.317', '301872.09', '2778435.194', '301867.167', '2778431.611', '301896.092', '2778400.851', '301891.203', '2778397.335', '301903.935', '2778374.719', '302026.958', '2778460.467', '301921.889', '2778623.394', '301942.019', '2778593.744', '301998.255', '2778503.57', '302056.111', '2778414.746', '302153.449', '2778231.916', '301984.88', '2778526.251', '301979.888', '2778523.003', '302101.065', '2778330.782', '302042.114', '2778290.473', '301991.395', '2778254.634', '301989.149', '2778258.425', '301993.503', '2778251.649', '302041.17', '2778289.836', '302039.402', '2778292.318', '301953.947', '2778409.654', '301952.045', '2778412.068', '302146.638', '2778244.674', '302140.971', '2778240.954', '301945.558', '2778322.022', '301954.126', '2778309.68', '301958.808', '2778323.149', '301949.094', '2778316.79']]","[[121.51405253614655, 25.113670258849016], [121.51411086914062, 25.1137054734816], [121.51423693737412, 25.11343983849411], [121.51438646570845, 25.113259508935716], [121.5143589784492, 25.113384885995092], [121.51431002861901, 25.113352708434068], [121.51459567450686, 25.11307401573442], [121.51454706440303, 25.113042441947222], [121.51467245447597, 25.112837829265118], [121.51589554437022, 25.113607712495412], [121.51485988250141, 25.11508221879047], [121.51505836440167, 25.114813848975068], [121.51561256899663, 25.113997831082813], [121.51618288071388, 25.1131939428603], [121.51714109871988, 25.111540012978065], [121.51548080604938, 25.114203053500738], [121.51543118410534, 25.11417390304071], [121.51662543950766, 25.11243437375217], [121.51603938215429, 25.1120725044845], [121.51553512153474, 25.111750703682162], [121.51551299494136, 25.111785005801643], [121.51555591030167, 25.111723682788128], [121.51602999779182, 25.11206678630132], [121.5160125612768, 25.112089254504696], [121.51516967288872, 25.11315149607453], [121.51515090480409, 25.113173354899015], [121.51707404914102, 25.11165542616009], [121.5170177170181, 25.11162203839164], [121.51508317581899, 25.112360653957147], [121.51516766493465, 25.112248936720388], [121.51521459899728, 25.112370371926612], [121.51511803912233, 25.112313298290225]]"
24,台電市區,復興北路499巷1號,日間施工9時30分至16時,1110922080729,國盛電氣工程有限公司,"[['304959.711', '2773132.722', '304968.491', '2773144.665', '304966.828', '2773146.106', '304960.394', '2773131.093', '304948.498', '2773128.489']]","[[121.54476251394637, 25.06540552234783], [121.5448500154221, 25.065513023157443], [121.54483358982262, 25.065526092836922], [121.54476921858473, 25.065390791071522], [121.54465120528859, 25.06536771500383]]"
25,衛工處,瑞光路548巷上和瑞光路583巷22號和洲子街106號,10:00-16:00(假日：10:00-16:00),1110921145257,東鑫龍營造有限公司,"[['307280.932841205', '2774801.67987154', '307207.535344919', '2774657.27252692', '307158.983877914', '2774556.15823107', '307499.233575197', '2774815.11148623']]","[[121.5678391495689, 25.080386426109527], [121.56710556524325, 25.07908552147594], [121.56662008530593, 25.078174515603756], [121.5700036927238, 25.080499389159012]]"
26,衛工處,八德路2段118號側(八德路2段146巷),日間施工9時30分至16時(平日施工管挖及銑鋪),1110921123900,東鑫龍營造有限公司,"[['304207.506', '2770952.071', '304207.021', '2770954.929', '304207.021', '2770954.997', '304204.322', '2770954.623', '304203.554', '2770954.538', '304204.19', '2770954.614', '304194.485', '2771002.57', '304197.393', '2771003.086', '304204.266', '2770952.12', '304204.279', '2770952.147', '304204.338', '2770951.111', '304206.567', '2770987.867', '304206.612', '2770985.075', '304205.843', '2770955.944', '304207.983', '2770953.967', '304195.62', '2771002.957', '304206.646', '2770986.717', '304207.042', '2770955.091']]","[[121.53722106432902, 25.045745954707584], [121.5372163703515, 25.04577177390772], [121.53721637302647, 25.04577238780686], [121.53718961091461, 25.045769108080513], [121.53718199660301, 25.045768368227066], [121.53718830242545, 25.045769031559267], [121.53709401082801, 25.04620232263247], [121.53712284983837, 25.04620687685158], [121.53718895749088, 25.04574651318211], [121.5371890873844, 25.045746756470336], [121.53718963132924, 25.04573740142214], [121.53721316686575, 25.04606915207956], [121.53721350299017, 25.04604394449158], [121.53720473616313, 25.045780979469473], [121.53722586603844, 25.045763054566006], [121.53710527406876, 25.046205775774993], [121.5372139045279, 25.046058767131157], [121.53721658483664, 25.045773235679572]]"
